order_id,customer_id,customer_name,customer_email,product_id,product_name,category,quantity,unit_price,order_date,status,payment_method,country,city,total_amount
bd85e1c2-c3c9-4263-b14e-58da6c1855f1,1a9161d5-73c1-4b04-adbf-6bd0a1a6f68d,Jeremy Clay,taraadams@example.net,PROD-2823,Managed background analyzer,Books,1,497.03,2026-02-14T22:38:22,cancelled,credit_card,Romania,Johnburgh,497.03
6532df05-c668-4fe0-88bf-de96ef64c4ed,ce0a8d0b-acc5-4d9c-bf1d-317fab6d3f33,Timothy Stone,natashachandler@example.org,PROD-3049,Centralized didactic hierarchy,Books,1,227.8,2025-12-03T14:26:33,completed,credit_card,Ghana,Lake Davidshire,227.8
95a01fa7-8796-4c8f-9027-315bd02bd08a,10338df4-9ffc-4f97-8b68-d4ae1765f5aa,Ryan Kent,joelnoble@example.org,PROD-9140,Assimilated zero-defect orchestration,Sports,7,57.61,2025-06-15T13:46:15,cancelled,paypal,French Guiana,Port Tracyport,403.27
eec8cfe3-924c-4cb0-94b6-48b43968628a,dab8f8fb-2539-4314-985d-6a6e99871805,Joseph Richards,daniel55@example.org,PROD-6599,Organized upward-trending instruction set,Clothing,4,371.67,2025-07-22T02:06:39,completed,paypal,Kyrgyz Republic,Vanessaberg,1486.68
252d2055-6751-4331-9ff7-22d8a9514410,abde48ab-dda9-461f-a9e6-d0d2e1218d85,Jimmy Richards,qporter@example.com,PROD-3079,Team-oriented responsive open architecture,Clothing,10,772.11,2026-04-16T17:28:01,cancelled,bank_transfer,Spain,Clementstown,7721.1
46445ea2-4d18-4dc9-bde7-76b6094a202a,0282cca3-f3ec-4a9b-a80d-75b22208da48,Brittney Ayala,dweber@example.net,PROD-6576,Business-focused intangible open system,Food,8,446.69,2025-06-16T19:56:43,pending,credit_card,Nauru,Myersfort,3573.52
e6455c1b-4a99-4af5-9124-9d39eccb09dc,9888ec1b-19c1-441b-a90e-bc4bbf81022a,Elizabeth Moore,pagechristopher@example.org,PROD-2769,Proactive asymmetric encoding,Electronics,8,756.93,2025-09-06T09:13:21,pending,credit_card,Holy See (Vatican City State),East Terri,6055.44
57b8ab4d-76c4-4db3-9c72-087e2ce5b3d3,e1fd68ef-cebd-4a3f-b1d2-3854e06f9e50,Donna Meyer,khogan@example.org,PROD-1995,Grass-roots holistic architecture,Electronics,8,387.29,2026-04-17T07:21:10,cancelled,bank_transfer,Norway,South Joseph,3098.32
75ff2298-21c0-4e56-b13f-bb3f82a7e2c3,f13f3a59-c98f-4be7-af38-d4ed75c89ec4,David Fuller,fclements@example.com,PROD-2676,Innovative exuding task-force,Sports,2,240.95,2026-03-16T16:11:33,cancelled,paypal,Marshall Islands,Mosleyton,481.9
4d12c84d-65db-484f-95f9-d33c07c5d0de,895d60d9-dff3-4711-b555-82564951746e,Aaron Murray,rasmussenjeremy@example.net,PROD-7943,Expanded static hardware,Books,2,291.04,2026-01-27T16:21:50,completed,credit_card,Serbia,Lake Danielle,582.08
