order_id,customer_id,customer_name,customer_email,product_id,product_name,category,quantity,unit_price,order_date,status,payment_method,country,city,total_amount
fdf06af9-17b4-4ae7-af7d-9f108ba6b1d2,1a44cf0f-8a87-4ed9-8b69-518006f6cf79,Bonnie Parker,karencastillo@example.net,PROD-4180,Fundamental fault-tolerant throughput,Electronics,3,918.73,2025-09-09T23:39:09,completed,credit_card,Denmark,Lewisfort,2756.19
2794fd92-6e57-4947-b824-480680dcfb36,5be2724e-aeae-4e71-ac1d-d955babfee31,Jessica Moore,richardjohnson@example.org,PROD-4454,Versatile tertiary knowledgebase,Sports,3,284.38,2025-11-12T15:51:49,pending,bank_transfer,Rwanda,South Carlos,853.14
5870626f-73d4-4e47-9953-d586d5a3bf96,f71b5830-db3c-4c31-833a-10283c4d0c95,Bob Rodriguez,normanclark@example.com,PROD-4091,Devolved responsive website,Electronics,9,903.21,2025-12-22T13:01:53,completed,credit_card,Tokelau,Port Justin,8128.89
037686c3-2d0a-4a61-919d-f3f4e6ed0824,03ba3c22-bbd4-4589-b88b-0e09a0f202ae,Diane Walker,brendarichardson@example.com,PROD-8706,Devolved intangible knowledge user,Clothing,3,57.97,2025-12-31T09:56:01,cancelled,paypal,Bangladesh,Moodymouth,173.91
2b9a009a-20ba-4ee5-9d5f-b206597aad9f,7dda3e97-9938-44a6-89a3-110f837a8ecc,Ross Ramirez,thomasjackson@example.net,PROD-7573,Progressive analyzing matrix,Food,7,939.1,2025-10-21T13:21:19,cancelled,paypal,Denmark,East Cheryl,6573.7
d3976e7c-8470-4d86-ae8a-59f11346a70d,70e2590f-8915-493c-b126-6879ae960737,Maria Barry,igriffin@example.net,PROD-5180,Exclusive fault-tolerant project,Electronics,5,633.83,2026-03-21T04:25:59,completed,paypal,Nicaragua,Caseyburgh,3169.15
d2e01192-4962-415c-bdfe-d6a95a985c05,f96e2516-45cb-469d-8bca-a85197e3d0e4,Tracy Ramirez,annewheeler@example.com,PROD-6338,Phased coherent neural-net,Sports,6,440.8,2026-04-10T10:05:05,pending,bank_transfer,Kiribati,North Kellyborough,2644.8
2a91d236-6c2b-4843-a83c-ddd52fd70072,b0365d8b-3db9-4e11-8d6a-ec8a4487c091,Dr. Adam Johnson,nicole77@example.net,PROD-8486,Streamlined exuding leverage,Sports,5,117.85,2025-08-13T06:38:06,completed,credit_card,Slovenia,North Mary,589.25
56cbe1c4-fe5c-4661-9398-4ce9f5cdb6e3,60433000-501f-4f2a-9fad-30494a183744,Cory Burke,oliviarogers@example.org,PROD-9715,Optional fault-tolerant toolset,Sports,6,268.8,2025-06-08T00:20:42,completed,bank_transfer,Costa Rica,East Melissaview,1612.8
48611874-4690-40dc-8374-70f4957a4a61,e432b1a6-72c0-4f9b-8939-ffd736d3bb99,Arthur Johnson,lewisjessica@example.com,PROD-6105,Self-enabling well-modulated productivity,Books,9,414.01,2026-05-26T19:33:26,cancelled,credit_card,Somalia,West Benjamin,3726.09
506be336-a31c-45e6-bad4-5ce8dd140179,4a95ecbd-fd91-4633-837f-7ba58d2543b8,Diana Stewart,fdavis@example.com,PROD-6814,Compatible uniform strategy,Electronics,6,362.44,2025-11-12T11:12:28,pending,paypal,Uzbekistan,Steinfurt,2174.64
fc6c95f7-8362-4b7d-91ab-a6d7b231d54c,d4549278-8010-4643-8ced-378a6abd1505,Steve Sheppard,brooksroger@example.org,PROD-6528,Cloned mobile collaboration,Electronics,10,26.17,2025-10-27T12:50:21,pending,paypal,Monaco,Avilachester,261.7
99eec259-acb8-4d68-813c-eb9e572acd69,aa44b070-c97f-4211-ae24-063c7eda4202,Larry Alvarado,meyerschristian@example.net,PROD-3499,Focused multi-state array,Sports,3,271.76,2025-11-22T09:51:21,pending,bank_transfer,Vanuatu,North Bryan,815.28
093ed95f-b66f-4f2b-9974-29cedb547aef,f06ff97b-a119-4205-93bb-0d3b0d908b3e,Michelle Hart,frobinson@example.net,PROD-2880,Optimized incremental policy,Books,3,864.47,2025-06-21T12:38:11,pending,bank_transfer,Bouvet Island (Bouvetoya),South Margaretland,2593.41
09252f4c-620b-4eef-af23-1c1f80290715,fa902cf2-1a30-4bcd-8789-243386bad73a,William Gomez,nguyensarah@example.net,PROD-9562,Front-line multi-state pricing structure,Sports,5,371.86,2025-12-21T07:10:42,cancelled,credit_card,Faroe Islands,Smithfort,1859.3
fff4e8be-5e43-4f72-b207-6ef728af3bf8,a9779f9f-7da6-46bf-8289-20a0524836ab,Kathleen Garcia,thomaspatricia@example.org,PROD-9216,Profit-focused stable orchestration,Clothing,7,977.77,2026-03-06T22:18:53,pending,bank_transfer,Norfolk Island,Tiffanystad,6844.39
40210c99-763f-4323-9d7f-39043e3e563e,1b55b576-408e-4420-8236-42821569e3ba,Michele Sanchez,greg08@example.com,PROD-8570,Exclusive well-modulated array,Electronics,4,861.34,2026-01-20T08:11:25,completed,paypal,Northern Mariana Islands,North Johnnymouth,3445.36
f14b4d47-e771-4b53-bf5e-b4b5324bfda3,02612f20-8612-4dbc-84b2-08d65bc2fce7,Bailey Walls,emma92@example.org,PROD-4745,Synergistic holistic data-warehouse,Sports,9,854.56,2026-04-15T17:11:50,completed,bank_transfer,Oman,Lake Andrew,7691.04
6fcbbad4-d1dd-475e-894d-fd723e61f004,53c3565b-171a-4cd8-8bd7-ad108fc2dea2,Rebecca Jones,davissamuel@example.net,PROD-2681,Customizable client-server concept,Books,7,471.33,2025-11-28T05:12:11,completed,credit_card,Thailand,Angelamouth,3299.31
c59b21a2-227d-442e-8ca9-0a818cddb5b5,4c548d5f-401a-4855-bfb0-19089f69eab9,Nicole Pratt,cochrannancy@example.net,PROD-8809,Profit-focused foreground functionalities,Books,7,816.12,2025-11-01T13:00:32,completed,bank_transfer,Nepal,Reynoldstown,5712.84
